COUNTRY_CODE;MERCHANT_ID;PRODUCT_ID;ORDER_ID;ORDERLINE_ID;ORDER_DATE;DATE_SAV_CREATION;DATE_REFUND
fr-fr;110;1661;3313264;3321784;2020-07-01 00:18:10.000;;
fr-fr;39;3217;3313265;3321785;2020-07-01 00:18:23.000;;
fr-fr;332;14562;3313266;3321786;2020-07-01 00:18:35.000;2020-07-04 16:03:49.000;2020-07-19 18:25:30.000
fr-fr;286;19086;3313267;3321787;2020-07-01 00:18:40.000;2020-07-06 01:01:08.000;
fr-fr;752;15902;3313268;3321788;2020-07-01 00:19:22.000;2020-07-05 14:12:37.000;2020-07-09 19:40:52.000
fr-fr;769;25745;3313269;3321789;2020-07-01 00:19:32.000;;
fr-fr;595;1797;3313270;3321790;2020-07-01 00:20:31.000;;
de-de;1149;2174;3313271;3321791;2020-07-01 00:21:01.000;;
it-it;78;15024;3313272;3321792;2020-07-01 00:21:06.000;;
fr-fr;826;1224;3313273;3321793;2020-07-01 00:21:18.000;;
fr-fr;342;10743;3313274;3321794;2020-07-01 00:22:34.000;;
fr-fr;595;1797;3313276;3321796;2020-07-01 00:23:45.000;;
fr-fr;705;17764;3313277;3321797;2020-07-01 00:23:50.000;;
fr-fr;342;38771;3313278;3321798;2020-07-01 00:24:00.000;;
fr-fr;39;3217;3313279;3321799;2020-07-01 00:24:45.000;2020-07-11 10:46:33.000;2020-07-17 18:30:40.000
fr-fr;233;3207;3313280;3321800;2020-07-01 00:24:53.000;;
fr-fr;413;3215;3313281;3321801;2020-07-01 00:25:34.000;2020-07-01 11:42:15.000;
fr-fr;595;1797;3313282;3321802;2020-07-01 00:26:44.000;;
fr-fr;595;1797;3313283;3321803;2020-07-01 00:28:13.000;2020-08-12 11:39:41.000;2020-09-04 17:53:51.000
fr-fr;595;1797;3313284;3321804;2020-07-01 00:28:20.000;;
fr-fr;595;1797;3313285;3321805;2020-07-01 00:28:40.000;2020-08-18 13:27:55.000;
fr-fr;1082;121036;3313288;3321808;2020-07-01 00:29:32.000;;
fr-fr;924;94492;3313289;3321809;2020-07-01 00:30:05.000;;
fr-fr;769;21897;3313290;3321810;2020-07-01 00:30:38.000;;
fr-fr;365;16746;3313294;3321814;2020-07-01 00:34:18.000;;
es-es;78;10341;3313295;3321815;2020-07-01 00:34:35.000;;
fr-fr;331;27524;3313296;3321816;2020-07-01 00:35:07.000;;
fr-fr;769;6518;3313298;3321818;2020-07-01 00:35:31.000;;
fr-fr;233;14555;3313299;3321819;2020-07-01 00:35:47.000;;
es-es;116;14550;3313300;3321820;2020-07-01 00:39:17.000;;
fr-fr;256;16746;3313301;3321821;2020-07-01 00:39:28.000;;
fr-fr;39;12896;3313302;3321822;2020-07-01 00:39:47.000;2020-07-05 08:42:45.000;2020-07-20 17:28:09.000
fr-fr;807;3214;3313303;3321823;2020-07-01 00:40:39.000;;
fr-fr;39;3217;3313304;3321824;2020-07-01 00:40:40.000;2020-08-29 21:03:39.000;2020-11-26 13:11:09.000
fr-fr;713;14577;3313306;3321826;2020-07-01 00:41:09.000;;
es-es;595;3214;3313307;3321827;2020-07-01 00:41:47.000;;
fr-fr;716;4528;3313308;3321828;2020-07-01 00:43:23.000;;
fr-fr;904;11380;3313312;3321832;2020-07-01 00:44:58.000;2020-07-01 01:46:30.000;2020-07-02 11:26:23.000
es-es;617;126030;3313314;3321834;2020-07-01 00:45:31.000;;
fr-fr;970;1796;3313315;3321835;2020-07-01 00:46:00.000;;
fr-fr;39;3217;3313316;3321836;2020-07-01 00:46:21.000;;
fr-fr;220;1859;3313318;3321838;2020-07-01 00:47:03.000;;
fr-fr;332;14575;3313319;3321839;2020-07-01 00:47:39.000;2020-10-02 20:21:29.000;
fr-fr;69;11880;3313321;3321841;2020-07-01 00:47:47.000;;
fr-fr;78;23288;3313322;3321842;2020-07-01 00:47:54.000;2020-07-01 01:06:34.000;
fr-fr;283;1755;3313323;3321843;2020-07-01 00:48:14.000;2020-07-16 20:57:35.000;
fr-fr;332;3283;3313324;3321844;2020-07-01 00:48:14.000;;
fr-fr;110;1661;3313325;3321845;2020-07-01 00:48:44.000;2020-07-02 10:41:17.000;
fr-fr;77;17337;3313327;3321847;2020-07-01 00:50:32.000;;
fr-fr;138;24216;3313329;3321849;2020-07-01 00:50:35.000;;
es-es;138;15028;3313331;3321851;2020-07-01 00:51:09.000;;
fr-fr;282;1755;3313332;3321852;2020-07-01 00:51:37.000;2020-07-03 20:46:44.000;
fr-fr;413;3221;3313333;3321853;2020-07-01 00:51:47.000;2020-10-24 19:14:22.000;
es-es;282;1755;3313334;3321854;2020-07-01 00:52:06.000;;
fr-fr;807;3221;3313335;3321855;2020-07-01 00:52:26.000;;
fr-fr;78;6516;3313336;3321856;2020-07-01 00:52:56.000;;
fr-fr;233;14550;3313337;3321857;2020-07-01 00:54:35.000;2020-07-10 21:25:11.000;
fr-fr;385;13766;3313338;3321858;2020-07-01 00:55:13.000;;
fr-fr;1;17775;3313339;3321859;2020-07-01 00:55:27.000;;
de-de;1178;2289;3313340;3321860;2020-07-01 00:56:52.000;2020-10-27 15:27:47.000;
fr-fr;769;21898;3313341;3321861;2020-07-01 00:58:00.000;;
fr-fr;1124;1755;3313342;3321862;2020-07-01 00:58:34.000;;
fr-fr;713;36829;3313343;3321863;2020-07-01 00:58:47.000;;
fr-fr;799;14558;3313344;3321864;2020-07-01 00:59:02.000;;
fr-fr;716;146911;3313345;3321865;2020-07-01 00:59:20.000;;
fr-fr;713;14561;3313346;3321866;2020-07-01 00:59:56.000;2020-07-30 17:28:06.000;
fr-fr;153;3221;3313347;3321867;2020-07-01 01:00:04.000;;
es-es;282;1755;3313349;3321869;2020-07-01 01:02:03.000;2020-07-11 19:43:22.000;
es-es;138;3206;3313350;3321870;2020-07-01 01:02:03.000;2020-07-05 00:18:47.000;
de-de;138;10743;3313351;3321871;2020-07-01 01:03:27.000;;
es-es;116;14663;3313352;3321872;2020-07-01 01:03:31.000;;
es-es;491;14561;3313353;3321873;2020-07-01 01:03:48.000;2020-07-04 23:39:23.000;
fr-fr;25;36299;3313354;3321874;2020-07-01 01:04:55.000;;
es-es;918;3207;3313355;3321875;2020-07-01 01:04:56.000;;
fr-fr;79;145783;3313356;3321876;2020-07-01 01:05:53.000;;
fr-fr;342;1755;3313357;3321877;2020-07-01 01:05:53.000;2020-07-07 13:11:55.000;
fr-fr;365;16746;3313359;3321879;2020-07-01 01:07:46.000;;
fr-fr;769;10748;3313360;3321880;2020-07-01 01:08:27.000;;
fr-fr;25;101614;3313363;3321883;2020-07-01 01:13:25.000;2020-07-02 20:45:06.000;
es-es;407;14577;3313364;3321884;2020-07-01 01:13:33.000;;
fr-fr;996;1870;3313365;3321885;2020-07-01 01:14:10.000;;
fr-fr;138;24216;3313366;3321886;2020-07-01 01:14:34.000;2020-07-02 16:13:30.000;
fr-fr;604;12590;3313367;3321887;2020-07-01 01:14:58.000;2020-07-05 23:08:01.000;
fr-fr;413;3215;3313368;3321888;2020-07-01 01:15:07.000;;
es-es;1044;3220;3313370;3321890;2020-07-01 01:16:05.000;2020-07-02 22:07:07.000;
fr-fr;78;44627;3313372;3321892;2020-07-01 01:16:40.000;;
fr-fr;233;3206;3313373;3321893;2020-07-01 01:16:53.000;;
es-es;116;40319;3313374;3321894;2020-07-01 01:17:01.000;;
fr-fr;769;10750;3313375;3321895;2020-07-01 01:17:03.000;;
fr-fr;183;6518;3313376;3321896;2020-07-01 01:18:02.000;;
es-es;353;1188;3313377;3321897;2020-07-01 01:18:33.000;;
fr-fr;748;52233;3313378;3321898;2020-07-01 01:20:16.000;;
fr-fr;94;1807;3313379;3321899;2020-07-01 01:20:19.000;;
fr-fr;996;1224;3313380;3321900;2020-07-01 01:20:37.000;2020-07-07 13:10:50.000;
fr-fr;1001;121922;3313381;3321901;2020-07-01 01:20:37.000;;
fr-fr;769;14666;3313382;3321902;2020-07-01 01:21:45.000;2020-07-08 03:11:49.000;
fr-fr;1;2827;3313383;3321903;2020-07-01 01:21:48.000;;
de-de;383;3214;3313384;3321904;2020-07-01 01:23:05.000;;
fr-fr;365;14555;3313385;3321905;2020-07-01 01:23:30.000;;
es-es;779;3215;3313386;3321906;2020-07-01 01:25:09.000;;2020-07-06 14:50:01.000
es-es;116;3221;3313387;3321907;2020-07-01 01:26:32.000;2020-09-16 01:01:29.000;
fr-fr;713;14893;3313389;3321909;2020-07-01 01:27:21.000;;
fr-fr;769;14666;3313390;3321910;2020-07-01 01:28:02.000;2020-11-06 18:38:25.000;
fr-fr;918;3221;3313391;3321911;2020-07-01 01:28:30.000;;
fr-fr;78;2289;3313392;3321912;2020-07-01 01:30:07.000;2020-09-24 20:07:57.000;
fr-fr;183;2294;3313396;3321916;2020-07-01 01:32:55.000;;
fr-fr;342;36827;3313399;3321919;2020-07-01 01:34:25.000;;
fr-fr;491;10743;3313400;3321920;2020-07-01 01:35:24.000;;
fr-fr;595;1797;3313401;3321921;2020-07-01 01:36:23.000;2020-07-06 11:44:03.000;2020-07-16 19:44:45.000
fr-fr;342;15026;3313406;3321926;2020-07-01 01:42:33.000;;
fr-fr;342;2182;3313407;3321927;2020-07-01 01:42:33.000;2020-07-25 00:28:33.000;
fr-fr;991;14550;3313410;3321930;2020-07-01 01:44:15.000;;
fr-fr;996;1224;3313412;3321932;2020-07-01 01:45:06.000;2020-07-04 20:45:08.000;
de-de;491;21896;3313413;3321933;2020-07-01 01:45:27.000;2020-07-07 10:29:35.000;
fr-fr;26;1613;3313414;3321934;2020-07-01 01:45:55.000;;
fr-fr;478;1188;3313415;3321935;2020-07-01 01:46:23.000;;
es-es;342;16746;3313416;3321936;2020-07-01 01:46:34.000;;
fr-fr;979;1478;3313417;3321937;2020-07-01 01:49:44.000;;
fr-fr;918;124998;3313419;3321939;2020-07-01 01:52:40.000;;
fr-fr;991;14550;3313420;3321940;2020-07-01 01:52:45.000;;
fr-fr;595;1797;3313421;3321941;2020-07-01 01:53:48.000;;
fr-fr;585;1756;3313425;3321945;2020-07-01 01:57:52.000;2020-07-02 21:23:14.000;2020-07-02 16:26:04.000
fr-fr;769;1305;3313426;3321946;2020-07-01 01:57:57.000;2020-08-18 22:18:24.000;
fr-fr;507;36835;3313429;3321949;2020-07-01 01:59:56.000;;
de-de;138;14551;3313430;3321950;2020-07-01 02:00:48.000;;
fr-fr;716;19155;3313431;3321951;2020-07-01 02:00:49.000;;
fr-fr;716;109372;3313432;3321952;2020-07-01 02:01:27.000;;
fr-fr;205;21872;3313434;3321954;2020-07-01 02:04:39.000;2020-10-18 00:58:53.000;
fr-fr;716;122959;3313435;3321955;2020-07-01 02:04:50.000;2020-07-05 16:07:11.000;
fr-fr;138;14559;3313436;3321956;2020-07-01 02:06:47.000;2020-07-01 02:15:08.000;
fr-fr;935;1755;3313437;3321957;2020-07-01 02:07:15.000;;
es-es;116;3206;3313438;3321958;2020-07-01 02:08:16.000;2020-07-01 13:54:57.000;
fr-fr;935;1794;3313439;3321959;2020-07-01 02:08:30.000;;
fr-fr;842;20396;3313440;3321960;2020-07-01 02:10:09.000;2020-07-18 10:17:31.000;
fr-be;342;1859;3313444;3321964;2020-07-01 02:15:01.000;;
fr-fr;769;14666;3313445;3321965;2020-07-01 02:16:35.000;;
fr-fr;688;1305;3313447;3321967;2020-07-01 02:17:44.000;;
es-es;383;3220;3313448;3321968;2020-07-01 02:19:33.000;;
fr-fr;979;1202;3313449;3321969;2020-07-01 02:20:30.000;;
fr-fr;3;3207;3313451;3321971;2020-07-01 02:25:54.000;;
es-es;25;1702;3313452;3321972;2020-07-01 02:26:21.000;2020-07-18 17:29:38.000;2020-08-17 16:43:48.000
fr-fr;1226;1814;3313453;3321973;2020-07-01 02:27:04.000;2020-07-04 17:23:03.000;2020-07-19 14:51:04.000
es-es;365;14555;3313454;3321974;2020-07-01 02:27:04.000;;
fr-fr;256;1856;3313455;3321975;2020-07-01 02:27:08.000;;
es-es;383;3221;3313456;3321976;2020-07-01 02:31:25.000;2020-07-16 16:51:55.000;2020-07-26 16:17:51.000
fr-fr;640;27966;3313457;3321977;2020-07-01 02:31:39.000;;
fr-fr;748;103134;3313458;3321978;2020-07-01 02:31:40.000;2020-07-17 23:20:41.000;2020-08-21 15:50:05.000
fr-fr;713;17775;3313459;3321979;2020-07-01 02:32:07.000;2020-07-04 23:34:25.000;
fr-fr;69;16614;3313460;3321980;2020-07-01 02:32:10.000;;
fr-fr;991;14550;3313463;3321983;2020-07-01 02:34:03.000;;
fr-fr;365;16746;3313466;3321986;2020-07-01 02:37:23.000;2020-07-02 17:09:51.000;
es-es;166;1224;3313467;3321987;2020-07-01 02:38:32.000;;
fr-fr;1121;14561;3313468;3321988;2020-07-01 02:38:44.000;2020-07-07 18:24:40.000;
fr-fr;138;14565;3313469;3321989;2020-07-01 02:38:56.000;;
fr-fr;716;129445;3313470;3321990;2020-07-01 02:39:38.000;;
es-es;1;2294;3313471;3321991;2020-07-01 02:44:27.000;;
fr-fr;110;24959;3313474;3321994;2020-07-01 02:46:00.000;;
de-de;41;3219;3313475;3321995;2020-07-01 02:46:25.000;;
fr-fr;283;1755;3313477;3321997;2020-07-01 02:50:12.000;2020-07-03 18:26:32.000;
es-es;835;16746;3313478;3321998;2020-07-01 02:50:17.000;2020-07-08 15:20:40.000;2020-07-02 16:44:51.000
es-es;3;10750;3313479;3321999;2020-07-01 02:53:29.000;2020-07-01 02:58:36.000;
fr-fr;866;17893;3313480;3322000;2020-07-01 02:56:27.000;2020-07-04 22:58:05.000;
fr-fr;1059;1859;3313483;3322003;2020-07-01 03:01:43.000;2020-10-06 12:23:17.000;
fr-fr;476;10750;3313485;3322005;2020-07-01 03:03:59.000;;
fr-fr;116;14550;3313486;3322006;2020-07-01 03:08:03.000;2020-07-05 21:10:07.000;2020-07-11 13:19:56.000
es-es;116;3217;3313487;3322007;2020-07-01 03:10:17.000;2020-07-04 02:17:20.000;
fr-fr;332;14562;3313489;3322009;2020-07-01 03:13:56.000;2020-07-04 15:47:42.000;
de-de;138;15023;3313490;3322010;2020-07-01 03:15:00.000;;
fr-fr;746;6516;3313492;3322012;2020-07-01 03:25:53.000;2020-07-04 21:23:40.000;2020-09-09 18:16:19.000
fr-fr;935;1755;3313493;3322013;2020-07-01 03:26:06.000;;
es-es;205;21872;3313494;3322014;2020-07-01 03:30:13.000;2020-07-06 16:03:39.000;
es-es;80;1859;3313496;3322016;2020-07-01 03:31:51.000;2020-07-07 19:23:51.000;
fr-fr;183;10750;3313497;3322017;2020-07-01 03:33:24.000;;
es-es;393;1797;3313499;3322019;2020-07-01 03:38:00.000;2020-11-27 09:27:49.000;
fr-fr;383;14666;3313501;3322021;2020-07-01 03:40:05.000;;
fr-fr;996;1224;3313502;3322022;2020-07-01 03:41:38.000;;
fr-fr;116;14663;3313503;3322023;2020-07-01 03:41:57.000;2020-07-05 18:30:00.000;
fr-fr;183;2430;3313504;3322024;2020-07-01 03:47:24.000;;
es-es;752;1192;3313506;3322026;2020-07-01 03:56:42.000;;
fr-fr;337;108275;3313508;3322028;2020-07-01 04:05:22.000;;
fr-fr;283;17066;3313509;3322029;2020-07-01 04:05:22.000;;
fr-fr;799;117409;3313510;3322030;2020-07-01 04:05:22.000;;
fr-fr;779;45509;3313511;3322031;2020-07-01 04:05:33.000;;
fr-fr;935;1867;3313513;3322033;2020-07-01 04:07:48.000;2020-07-04 17:06:15.000;2020-08-01 23:21:33.000
fr-fr;283;1544;3313518;3322038;2020-07-01 04:13:29.000;;
fr-fr;935;1755;3313519;3322039;2020-07-01 04:17:37.000;;
fr-fr;746;6516;3313526;3322046;2020-07-01 04:31:04.000;2020-07-06 14:18:06.000;2020-07-18 14:03:48.000
fr-fr;935;3221;3313527;3322047;2020-07-01 04:37:34.000;2020-07-03 21:23:27.000;
fr-fr;25;3206;3313531;3322051;2020-07-01 04:51:58.000;2020-07-01 04:55:19.000;
fr-fr;166;3217;3313532;3322052;2020-07-01 05:04:26.000;;
es-es;813;14666;3313533;3322053;2020-07-01 05:09:06.000;;
it-it;68;6516;3313534;3322054;2020-07-01 05:17:11.000;;
fr-fr;935;1478;3313536;3322056;2020-07-01 05:29:51.000;;
fr-fr;769;6518;3313537;3322057;2020-07-01 05:33:35.000;;
fr-fr;385;43846;3313541;3322061;2020-07-01 05:54:05.000;;
fr-fr;826;1797;3313542;3322062;2020-07-01 06:02:31.000;;
fr-fr;256;1293;3313543;3322063;2020-07-01 06:03:52.000;;
fr-fr;935;1188;3313545;3322065;2020-07-01 06:09:54.000;;
de-de;604;43815;3313549;3322069;2020-07-01 06:17:43.000;;
fr-fr;385;13766;3313551;3322071;2020-07-01 06:21:17.000;2020-07-02 19:41:10.000;
fr-fr;407;119666;3313552;3322072;2020-07-01 06:24:58.000;;
fr-fr;1082;146304;3313554;3322074;2020-07-01 06:36:10.000;;
fr-fr;80;1794;3313555;3322075;2020-07-01 06:50:05.000;;
de-de;138;15023;3313556;3322076;2020-07-01 07:00:22.000;2020-07-01 07:09:05.000;2020-07-02 10:39:41.000
fr-fr;769;16746;3313560;3322080;2020-07-01 07:17:35.000;2020-07-04 17:09:36.000;
fr-fr;413;3215;3313561;3322081;2020-07-01 07:17:35.000;;
fr-fr;283;1755;3313562;3322082;2020-07-01 07:19:30.000;;
es-es;116;3206;3313564;3322084;2020-07-01 07:28:28.000;;
fr-fr;495;25874;3313565;3322085;2020-07-01 07:28:54.000;;
fr-fr;220;1859;3313566;3322086;2020-07-01 07:44:39.000;;
es-es;405;1226;3313569;3322089;2020-07-01 07:59:46.000;;
fr-fr;826;3207;3313571;3322091;2020-07-01 08:04:21.000;;
fr-fr;1178;10748;3313572;3322092;2020-07-01 08:04:36.000;;
fr-fr;459;2294;3313574;3322094;2020-07-01 08:17:57.000;;
fr-fr;41;36827;3313578;3322098;2020-07-01 08:32:03.000;;
fr-fr;617;127372;3313579;3322099;2020-07-01 08:34:59.000;;
fr-fr;186;22902;3313580;3322100;2020-07-01 08:48:21.000;;
de-de;691;115351;3313582;3322102;2020-07-01 08:55:32.000;2020-07-16 13:39:22.000;
fr-fr;1059;10750;3313585;3322105;2020-07-01 09:02:10.000;2020-07-30 15:45:35.000;
fr-fr;709;12479;3313587;3322107;2020-07-01 09:10:50.000;;
fr-fr;935;1478;3313588;3322108;2020-07-01 09:12:55.000;;
de-de;1178;10747;3313589;3322109;2020-07-01 09:14:58.000;;
fr-fr;183;1683;3313590;3322110;2020-07-01 09:21:32.000;;
fr-fr;991;1224;3313591;3322111;2020-07-01 09:23:18.000;;2020-07-04 19:31:33.000
es-es;393;1797;3313592;3322112;2020-07-01 09:27:42.000;;
fr-fr;220;1859;3313593;3322113;2020-07-01 09:33:59.000;;
fr-fr;668;14524;3313594;3322114;2020-07-01 09:38:01.000;;
de-de;138;14556;3313595;3322115;2020-07-01 09:40:12.000;;
fr-fr;78;2225;3313596;3322116;2020-07-01 09:40:46.000;;
fr-be;970;1796;3313597;3322117;2020-07-01 09:42:23.000;;
fr-fr;77;20725;3313598;3322118;2020-07-01 09:47:36.000;;
fr-fr;769;6517;3313599;3322119;2020-07-01 09:48:56.000;;
fr-fr;110;1293;3313601;3322121;2020-07-01 10:00:07.000;;
fr-fr;332;36835;3313602;3322122;2020-07-01 10:00:31.000;2020-07-03 20:02:33.000;
fr-fr;138;10479;3313603;3322123;2020-07-01 10:00:45.000;;
fr-fr;813;2997;3313604;3322124;2020-07-01 10:02:09.000;;
fr-fr;996;1224;3313605;3322125;2020-07-01 10:03:36.000;;
fr-fr;78;2498;3313606;3322126;2020-07-01 10:03:42.000;;
fr-fr;170;2337;3313607;3322127;2020-07-01 10:07:18.000;2020-07-05 15:12:32.000;2020-08-20 14:36:00.000
fr-fr;935;1755;3313608;3322128;2020-07-01 10:14:21.000;;
fr-fr;935;1478;3313609;3322129;2020-07-01 10:14:43.000;2020-07-04 15:13:54.000;
fr-fr;1204;1478;3313610;3322130;2020-07-01 10:16:47.000;2020-07-03 18:15:06.000;
fr-fr;1121;21893;3313611;3322131;2020-07-01 10:18:48.000;;
fr-fr;935;1478;3313612;3322132;2020-07-01 10:21:24.000;;
fr-fr;674;3215;3313613;3322133;2020-07-01 10:24:03.000;;
fr-fr;918;3209;3313615;3322135;2020-07-01 10:26:42.000;;
fr-fr;713;13416;3313616;3322136;2020-07-01 10:27:15.000;;
fr-fr;478;3216;3313617;3322137;2020-07-01 10:28:12.000;;
fr-fr;935;10743;3313618;3322138;2020-07-01 10:28:28.000;;
fr-fr;15;1730;3313621;3322141;2020-07-01 10:32:05.000;;
fr-fr;383;3207;3313622;3322142;2020-07-01 10:33:13.000;;
fr-fr;935;1755;3313623;3322143;2020-07-01 10:35:59.000;;
fr-fr;283;1544;3313624;3322144;2020-07-01 10:38:57.000;;
fr-fr;78;1216;3313625;3322145;2020-07-01 10:40:57.000;2020-07-08 15:46:03.000;
fr-fr;256;16746;3313626;3322146;2020-07-01 10:41:24.000;2020-07-04 21:14:04.000;
fr-fr;1178;10744;3313627;3322147;2020-07-01 10:41:29.000;2020-07-07 09:56:24.000;
fr-fr;769;1794;3313628;3322148;2020-07-01 10:45:16.000;;
fr-fr;1121;21893;3313629;3322149;2020-07-01 10:46:34.000;;
fr-fr;935;1755;3313631;3322151;2020-07-01 10:47:37.000;2020-07-04 01:01:04.000;2020-07-30 23:21:10.000
fr-fr;604;12590;3313633;3322153;2020-07-01 10:49:32.000;;
fr-fr;769;121102;3313634;3322154;2020-07-01 10:50:57.000;;
fr-fr;935;1755;3313635;3322155;2020-07-01 10:50:57.000;;
fr-fr;713;25744;3313636;3322156;2020-07-01 10:51:40.000;;
fr-fr;996;1224;3313637;3322157;2020-07-01 10:53:05.000;2020-07-09 11:01:30.000;
fr-fr;935;1755;3313638;3322158;2020-07-01 10:53:08.000;;
fr-fr;414;3206;3313639;3322159;2020-07-01 10:55:07.000;2020-07-04 09:05:56.000;2020-07-18 13:36:33.000
es-es;813;1187;3313640;3322160;2020-07-01 10:56:19.000;;
es-es;25;3218;3313641;3322161;2020-07-01 10:57:04.000;2020-07-02 22:45:33.000;
fr-fr;342;1702;3313642;3322162;2020-07-01 10:57:47.000;;
fr-fr;746;6516;3313643;3322163;2020-07-01 10:58:05.000;;
fr-fr;918;3221;3313644;3322164;2020-07-01 10:58:30.000;2020-07-04 18:29:22.000;
es-es;835;16746;3313645;3322165;2020-07-01 11:00:51.000;2020-07-02 10:03:59.000;2020-08-02 17:41:04.000
es-es;713;14570;3313646;3322166;2020-07-01 11:04:16.000;2020-07-06 22:47:00.000;
de-de;383;1870;3313647;3322167;2020-07-01 11:04:33.000;;
fr-fr;769;16746;3313648;3322168;2020-07-01 11:06:18.000;;
fr-fr;935;1755;3313649;3322169;2020-07-01 11:06:31.000;2020-07-04 20:47:15.000;2020-07-16 16:30:55.000
es-es;918;3207;3313650;3322170;2020-07-01 11:06:45.000;;
fr-fr;233;2294;3313652;3322172;2020-07-01 11:08:48.000;;
fr-fr;996;1223;3313653;3322173;2020-07-01 11:11:08.000;2020-07-02 15:13:26.000;
fr-fr;935;1186;3313654;3322174;2020-07-01 11:11:25.000;;
fr-fr;80;1225;3313655;3322175;2020-07-01 11:12:28.000;2020-07-01 11:19:59.000;2020-07-02 12:01:34.000
fr-fr;1124;6516;3313656;3322176;2020-07-01 11:13:29.000;;
fr-fr;806;3215;3313657;3322177;2020-07-01 11:13:45.000;;
fr-fr;1003;3217;3313658;3322178;2020-07-01 11:15:49.000;;
fr-fr;929;121119;3313661;3322181;2020-07-01 11:18:45.000;2020-07-02 16:57:25.000;
fr-fr;342;2180;3313662;3322182;2020-07-01 11:18:45.000;2020-07-02 16:59:52.000;
fr-fr;1003;3214;3313663;3322183;2020-07-01 11:18:51.000;;
fr-fr;826;3217;3313664;3322184;2020-07-01 11:18:54.000;;
fr-fr;935;1755;3313666;3322186;2020-07-01 11:19:26.000;;
es-es;991;1859;3313667;3322187;2020-07-01 11:22:21.000;;
fr-fr;3;2189;3313668;3322188;2020-07-01 11:22:55.000;2020-07-07 15:55:58.000;
fr-fr;691;43869;3313669;3322189;2020-07-01 11:24:48.000;2020-07-10 20:26:20.000;2021-01-02 08:43:22.000
fr-fr;806;3215;3313670;3322190;2020-07-01 11:24:48.000;2020-07-06 16:55:15.000;
de-de;407;15028;3313671;3322191;2020-07-01 11:25:14.000;;
es-es;68;2174;3313672;3322192;2020-07-01 11:25:50.000;2020-07-09 15:49:33.000;
fr-fr;996;1544;3313673;3322193;2020-07-01 11:26:29.000;2020-07-05 11:58:27.000;
fr-fr;935;3221;3313674;3322194;2020-07-01 11:27:04.000;2020-07-21 13:27:33.000;
fr-fr;803;2431;3313675;3322195;2020-07-01 11:27:11.000;2020-07-04 21:28:30.000;
fr-fr;935;1859;3313676;3322196;2020-07-01 11:27:11.000;;
fr-fr;1178;6518;3313679;3322199;2020-07-01 11:30:08.000;;
fr-fr;256;12267;3313680;3322200;2020-07-01 11:30:51.000;2020-07-04 17:11:28.000;2020-07-09 13:36:12.000
fr-fr;935;1264;3313682;3322202;2020-07-01 11:32:05.000;;
fr-fr;411;16746;3313683;3322203;2020-07-01 11:32:56.000;2020-07-09 12:22:10.000;
fr-fr;1059;10750;3313684;3322204;2020-07-01 11:33:11.000;;
de-de;414;10748;3313685;3322205;2020-07-01 11:33:20.000;;
fr-fr;935;1478;3313686;3322206;2020-07-01 11:33:55.000;2021-01-26 18:55:41.000;
fr-fr;918;3223;3313687;3322207;2020-07-01 11:34:33.000;;
es-es;116;3221;3313688;3322208;2020-07-01 11:34:43.000;;
fr-fr;421;15834;3313690;3322210;2020-07-01 11:35:40.000;;
fr-fr;935;1755;3313695;3322215;2020-07-01 11:38:08.000;;
